DateTime,VBMFX_Position,VBMFX_Return,rf_daily
2007-01-03,,,0.0001955200691088343
2007-01-04,1.0,0.002995704645556208,0.0001951422282697735
2007-01-05,1.0,-0.001991171468751718,0.0001955200691088343
2007-01-08,1.0,0.0,0.0001966533767139289
2007-01-09,1.0,0.0,0.0001966533767139289
2007-01-10,1.0,-0.001996636200315871,0.0001970310743006909
2007-01-11,1.0,-0.001999575407922394,0.0001977863620929998
2007-01-12,1.0,-0.001002011160030403,0.0001970310743006909
2007-01-16,1.0,0.0,0.0001977863620929998
2007-01-17,1.0,-0.001002751568651705,0.0001981639523118695
2007-01-18,1.0,0.00100375808864972,0.0001981639523118695
2007-01-19,1.0,-0.001002751568651705,0.000198919025429678
2007-01-22,1.0,0.00100375808864972,0.0001985415067551344
2007-01-23,1.0,-0.002006208803431941,0.000198919025429678
2007-01-24,1.0,0.0,0.0001985415067551344
2007-01-25,1.0,-0.003015185881074411,0.000198919025429678
2007-01-26,1.0,-0.001007806064354244,0.0001985415067551344
2007-01-29,1.0,0.0,0.000198919025429678
2007-01-30,1.0,0.0,0.0001985415067551344
2007-01-31,1.0,0.007296482786651071,0.0001981639523118695
2007-02-01,1.0,0.0,0.0001985415067551344
2007-02-02,1.0,0.001005479701388534,0.000198919025429678
2007-02-05,1.0,0.001005965914741669,0.0001992965083419396
2007-02-06,1.0,0.002006744716117392,0.000198919025429678
2007-02-07,1.0,0.0,0.0001992965083419396
2007-02-08,1.0,0.001003644286984295,0.0001996739554988025
2007-02-09,1.0,-0.003003355742938307,0.0001992965083419396
2007-02-12,1.0,-0.001004954964301641,0.000200428742574088
2007-02-13,1.0,0.0,0.0002000513669073722
2007-02-14,1.0,0.004021399350513821,0.0001996739554988025
2007-02-15,1.0,0.0009999205813933099,0.0002000513669073722
2007-02-16,1.0,0.0,0.0002000513669073722
2007-02-20,1.0,0.001000498015949036,0.0002008060825058333
2007-02-21,1.0,-0.000999498020162859,0.000200428742574088
2007-02-22,1.0,-0.0009989217389873017,0.0002008060825058333
2007-02-23,1.0,0.002001419015900119,0.000200428742574088
2007-02-26,1.0,0.001997683789095595,0.0002008060825058333
2007-02-27,1.0,0.003988362408830826,0.000198919025429678
2007-02-28,1.0,0.001994216320467368,0.0001996739554988025
2007-03-01,1.0,0.0,0.0001992965083419396
2007-03-02,1.0,0.0009941689884194194,0.0001981639523118695
2007-03-05,1.0,0.0,0.0001974087360914201
2007-03-06,1.0,0.0,0.000198919025429678
2007-03-07,1.0,0.000994742250084002,0.0001981639523118695
2007-03-08,1.0,0.0,0.0001974087360914201
2007-03-09,1.0,-0.003972589616698441,0.0001974087360914201
2007-03-12,1.0,0.001994564862925818,0.0001970310743006909
2007-03-13,1.0,0.001989900180399795,0.0001970310743006909
2007-03-14,1.0,-0.0009937537212711955,0.000195897874124773
2007-03-15,1.0,0.0,0.0001955200691088343
2007-03-16,1.0,-0.0009931815980747105,0.0001951422282697735
2007-03-19,1.0,-0.0009956444028936806,0.000195897874124773
2007-03-20,1.0,0.0009966366986444708,0.000195897874124773
2007-03-21,1.0,0.001989900180399795,0.0001955200691088343
2007-03-22,1.0,-0.002979615445980022,0.000195897874124773
2007-03-23,1.0,-0.0009959416939731014,0.0001966533767139289
2007-03-26,1.0,0.0009969345826901232,0.000195897874124773
2007-03-27,1.0,-0.0009959416939731014,0.0001966533767139289
2007-03-28,1.0,-0.0009962388851446624,0.000195897874124773
2007-03-29,1.0,-0.0009979287581236562,0.0001955200691088343
2007-03-30,1.0,0.004213106454763915,0.0001951422282697735
2007-04-02,1.0,0.0,0.0001951422282697735
2007-04-03,1.0,-0.0009995938282369998,0.0001955200691088343
2007-04-04,1.0,0.00100059401583974,0.0001962756433240287
2007-04-05,1.0,-0.0009995938282369998,0.0001951422282697735
2007-04-09,1.0,-0.002999871190891845,0.0001943864390943073
2007-04-10,1.0,0.001002559279105197,0.0001947643516004849
2007-04-11,1.0,-0.001001555160685341,0.0001951422282697735
2007-04-12,1.0,0.0,0.0001947643516004849
2007-04-13,1.0,-0.001002820634495971,0.0001943864390943073
2007-04-16,1.0,0.001003827293219128,0.0001940084907445794
2007-04-17,1.0,0.003008897495805796,0.0001940084907445794
2007-04-18,1.0,0.00100059401583974,0.0001936305065439736
2007-04-19,1.0,0.0,0.0001932524864862728
2007-04-20,1.0,-0.0009995938282369998,0.0001932524864862728
2007-04-23,1.0,0.00100059401583974,0.0001928744305643715
2007-04-24,1.0,0.001997365480224556,0.0001928744305643715
2007-04-25,1.0,-0.001993383963906248,0.0001924963387716083
2007-04-26,1.0,-0.001998233183200471,0.0001921182111008779
2007-04-27,1.0,0.0,0.0001917400475455189
2007-04-30,1.0,0.007136540037900652,0.0001902270343414614
2007-05-01,1.0,-0.0009978647645051408,0.0001898486912605968
2007-05-02,1.0,0.0,0.0001902270343414614
2007-05-03,1.0,-0.0009995528066245596,0.0001898486912605968
2007-05-04,1.0,0.001000552912095998,0.0001898486912605968
2007-05-07,1.0,0.0009988614931937256,0.0001894703122542474
2007-05-08,1.0,0.0,0.0001898486912605968
2007-05-09,1.0,-0.001996420152603595,0.0001890918973153077
2007-05-10,1.0,0.001000552912095998,0.0001887134464371165
2007-05-11,1.0,-0.0009995528066245596,0.0001887134464371165
2007-05-14,1.0,-0.0009995149044064178,0.0001879564368354458
2007-05-15,1.0,-0.001001727154598786,0.0001871992833946123
2007-05-16,1.0,0.0,0.00018416923014275
2007-05-17,1.0,-0.002003469733955821,0.000186441986059771
2007-05-18,1.0,-0.002008620706875019,0.0001875778780984216
2007-05-21,1.0,0.001005896578098131,0.0001890918973153077
2007-05-22,1.0,-0.002008815244983864,0.0001909836127538256
2007-05-23,1.0,-0.00100751823241263,0.0001902270343414614
2007-05-24,1.0,0.0,0.0001902270343414614
2007-05-25,1.0,0.0,0.0001890918973153077
2007-05-29,1.0,-0.002016109518145348,0.0001898486912605968
2007-05-30,1.0,0.001009960152052347,0.0001879564368354458
2007-05-31,1.0,0.003243205969677643,0.0001834113566834272
2007-06-01,1.0,-0.003030785243525624,0.0001856845447760769
2007-06-04,1.0,0.001012751152249969,0.000186441986059771
2007-06-05,1.0,-0.002023888951222741,0.0001871992833946123
2007-06-06,1.0,0.0,0.0001860632834149722
2007-06-07,1.0,-0.006085552580369358,0.0001860632834149722
2007-06-08,1.0,-0.00101989758308707,0.0001849269594886849
2007-06-11,1.0,0.0,0.0001834113566834272
2007-06-12,1.0,-0.006128712373886014,0.0001830323658940092
2007-06-13,1.0,0.003083562389621486,0.0001807576638885866
2007-06-14,1.0,-0.001025753445160982,0.0001803784206118042
2007-06-15,1.0,0.00307785814996353,0.000176963605925673
2007-06-18,1.0,0.001022423025434982,0.0001796198257604242
2007-06-19,1.0,0.003064136232867609,0.0001803784206118042
2007-06-20,1.0,-0.00305477598309456,0.0001837903114307871
2007-06-21,1.0,-0.00204346134161959,0.0001822742761612428
2007-06-22,1.0,0.002047645626298333,0.0001834113566834272
2007-06-25,1.0,0.002042757488578406,0.0001868206527173566
2007-06-26,1.0,-0.001019735579947612,0.0001868206527173566
2007-06-27,1.0,0.001020776502066001,0.0001849269594886849
2007-06-28,1.0,-0.002038593137181355,0.0001853057701362015
2007-06-29,1.0,0.007386057850209404,0.0001868206527173566
2007-07-02,1.0,0.002036950525325043,0.0001917400475455189
2007-07-03,1.0,-0.002032809792350654,0.0001917400475455189
2007-07-05,1.0,-0.005091284606346669,0.0001917400475455189
2007-07-06,1.0,-0.002047286507045887,0.0001917400475455189
2007-07-09,1.0,0.002051486487651299,0.0001924963387716083
2007-07-10,1.0,0.005117338432734764,0.0001917400475455189
2007-07-11,1.0,-0.002036688515653196,0.0001917400475455189
2007-07-12,1.0,-0.002040845081392684,0.0001924963387716083
2007-07-13,1.0,0.001022421630053394,0.0001924963387716083
2007-07-16,1.0,0.002042929911910463,0.0001928744305643715
2007-07-17,1.0,-0.002038764858198316,0.0001921182111008779
2007-07-18,1.0,0.003064482472064256,0.0001921182111008779
2007-07-19,1.0,-0.001018431594383862,0.0001928744305643715
2007-07-20,1.0,0.002039376837358109,0.0001924963387716083
2007-07-23,1.0,0.0,0.0001943864390943073
2007-07-24,1.0,0.0,0.0001943864390943073
2007-07-25,1.0,0.001017046012236511,0.0001932524864862728
2007-07-26,1.0,0.00304925826803526,0.0001906053415035025
2007-07-27,1.0,-0.001013706060173925,0.0001879564368354458
2007-07-30,1.0,-0.001014386773969145,0.0001921182111008779
2007-07-31,1.0,0.005302074307926175,0.0001921182111008779
2007-08-01,1.0,0.001014565168230064,0.0001894703122542474
2007-08-02,1.0,0.0,0.0001894703122542474
2007-08-03,1.0,0.003038966659620668,0.0001879564368354458
2007-08-06,1.0,-0.00201989705563943,0.0001890918973153077
2007-08-07,1.0,0.0,0.0001913618480988699
2007-08-08,1.0,-0.004048834955131975,0.0001917400475455189
2007-08-09,1.0,0.002032647331131621,0.000186441986059771
2007-08-10,1.0,0.0,0.0001773431743243847
2007-08-13,1.0,0.0,0.0001837903114307871
2007-08-14,1.0,0.001014565168230064,0.0001799991412381186
2007-08-15,1.0,0.0,0.0001636558822910583
2007-08-16,1.0,0.004051897863794007,0.0001476277252221436
2007-08-17,1.0,-0.002017600772536099,0.0001464803860140584
2007-08-20,1.0,0.002021679715091151,0.0001219247839796544
2007-08-21,1.0,0.002018290167580705,0.0001399725495365711
2007-08-22,1.0,-0.002014224877315507,0.0001430363848669014
2007-08-23,1.0,0.001009274345361133,0.0001514498050398938
2007-08-24,1.0,0.0,0.0001647982873829168
2007-08-27,1.0,0.002016427387909969,0.0001796198257604242
2007-08-28,1.0,0.002011080876930249,0.0001708855892015304
2007-08-29,1.0,-0.001003950983115676,0.0001548865451408421
2007-08-30,1.0,0.001004959913609049,0.0001495392233976656
2007-08-31,1.0,0.003226036018424194,0.0001560314667898854
2007-09-04,1.0,-0.001004226726190938,0.0001735458623464137
2007-09-05,1.0,0.004024623581814879,0.0001693646353342348
2007-09-06,1.0,-0.001002484867292819,0.0001667015683410877
2007-09-07,1.0,0.007021280061971558,0.0001583203236481534
2007-09-10,1.0,0.001991971975178419,0.000154123081238744
2007-09-11,1.0,-0.002982271461259733,0.0001598454981310837
2007-09-12,1.0,-0.0009969792182525916,0.0001567945651683722
2007-09-13,1.0,-0.00299392253330466,0.0001587016720010492
2007-09-14,1.0,0.0,0.0001560314667898854
2007-09-17,1.0,0.0,0.0001613700890652492
2007-09-18,1.0,0.002002197386307136,0.0001560314667898854
2007-09-19,1.0,-0.0009988009631034522,0.0001529776110411607
2007-09-20,1.0,-0.006000498156489287,0.0001476277252221436
